Thu Jan  1 00:12:20 UTC 1970
opencv_perf_calib3d,Undistort,InitUndistortMap,0
opencv_perf_calib3d,Undistort,DISABLED_InitInverseRectificationMap,0
opencv_perf_calib3d,Undistort,fisheye_undistortPoints_100k_10iter,0
opencv_perf_calib3d,OCL_StereoBMFixture_StereoBM,StereoBM/0,0
opencv_perf_calib3d,OCL_StereoBMFixture_StereoBM,StereoBM/1,0
opencv_perf_calib3d,OCL_StereoBMFixture_StereoBM,StereoBM/2,0
opencv_perf_calib3d,OCL_StereoBMFixture_StereoBM,StereoBM/3,0
opencv_perf_calib3d,OCL_StereoBMFixture_StereoBM,StereoBM/4,0
opencv_perf_calib3d,OCL_StereoBMFixture_StereoBM,StereoBM/5,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/0,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/1,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/2,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/3,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/4,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/5,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/6,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/7,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/8,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/9,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/10,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/11,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/12,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/13,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/14,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/15,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/16,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/17,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/18,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/19,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/20,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/21,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/22,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/23,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/24,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/25,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/26,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/27,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/28,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/29,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/30,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/31,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/32,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/33,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/34,0
opencv_perf_calib3d,EstimateAffine_EstimateAffine2D,EstimateAffine2D/35,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/0,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/1,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/2,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/3,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/4,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/5,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/6,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/7,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/8,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/9,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/10,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/11,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/12,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/13,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/14,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/15,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/16,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/17,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/18,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/19,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/20,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/21,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/22,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/23,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/24,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/25,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/26,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/27,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/28,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/29,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/30,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/31,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/32,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/33,0
opencv_perf_calib3d,EstimateAffine_EstimateAffinePartial2D,EstimateAffinePartial2D/34,0
